rate,comment
width: 80%;,"Mình ở quận 1, đặt hàng lúc 10h sáng đăng kí gói giao hàng nhanh trong 2h, đơn hàng xác nhận giao trươc 13h , đợi mãi tới 13h20 mới có nhân viên báo giao trễ có nhận thì qua giao , mình ngồi chờ tiếp tới 2h kém thì nhận được hàng"
width: 80%;,"Sản phẩm giao đúng hẹn, máy ảnh nhỏ gọn, chụp đẹp với đủ loại config, ngoài ra lúc mình mua còn được tặng túi của Sony (rất là thích)"
width: 80%;,Tiki cho mình hỏi mình mới mua máy được hai tháng và giờ máy gặp vấn đề. Mình muốn được bảo hành thì Tiki có thể kích hoạt bảo hành để mình mang ra sony không?
width: 80%;,"Sản phẩm tốt, tuy nhiên mau hết pin so với dòng máy DSLR. Nếu muốn chụp nhiều cần mua thêm cục pin bán ngoài. Mua đợt khuyến mãi nên giá cũng khá ok. Hài lòng!"
width: 80%;,"tiki giao hàng cho mình khá chậm, có email hẹn lại ngày giao nhưng vẫn chậm hơn 1 ngày. tuy vậy sản phẩm mới chính hãng, dễ sử dụng cho người mới."
width: 80%;,"Nhận máy và quà cùng lúc, gói cẩn thận. Túi xách hơi tốt nhưng quà tặng nên vậy cũng đc. 4.5 sao"
width: 60%;,"lần nào không dùng giao mhanh 2h cũng giao trễ không báo trước.
tiki nên có tin nhắn báo sẽ giao trễ để tiện hơn"
width: 80%;,"có 2 chấm rất nhỏ trên cảm biến nói chung là ko ảnh hưởng đến chất lượng ảnh 
Giá vẫn rất tốt so với giá trên thị trường"
width: 80%;,"Đóng hộp đẹp, sản phẩm chất lượng, nhưng thiếu tem nhãn trên sản phẩm như mua hàng ở sony."
width: 80%;,"sản phẩm chất lượng tốt , chụp đẹp trong tầm giá . tiki giao hàng uy tín ok"
width: 80%;,"chat luong giao hang tot va nhanh, do chua su dung may anh nhieu nen minh cho 4 sao."
width: 80%;,"Thiết kế gọn nhẹ, màu sắc đẹp. chất lượng ảnh tốt với máy mức giá này."
width: 80%;,"Chất lượng tốt, giao hàng nhanh. Khá hài lòng với sản phẩm"
width: 80%;,"Máy nguyên seal. Giao hàng sớm hơn dự kiến, đầy đủ quà tặn( ????"
width: 80%;,"Đóng gói cận thận, sản phẩm tốt đúng như mô tả, giao hàng đúng hạn."
width: 80%;,"Giá 12tr này đã tồn tại chắc 4 5 năm rồi, kinh thiệt. Con này giờ xứng đá giá 8 9tr thôi"
width: 60%;,"với giá như thế này đã có vat chưa bạn, mình mua cho cty"
width: 80%;,Sản phẩm khá đẹp. Chất lượng hình ảnh tạm chấp nhận. Nhìn hình ảnh không bằng C3W. giao tiếp khá ổn. Shop quảng cáo thẻ nhớ EZVIZ nhưng khi giao hàng là loại Hikvison hoặ Kingmax.
width: 80%;,"Giao hàng đúng hẹn và gói hàng cẩn thận chu đáo. Sản phẩm tốt, đáng tin cậy."
width: 60%;,camera khi nhận kết nối ok. nhưng khi vận hành được khoảng hơn 2 tháng thì bị lỗi không điều khiển được. Rất mong shop kiểm tra bảo hành giúp
width: 80%;,"đáp úng tôt.
tôi thich tinh năng auto tracking, tu di chuyen, quay theo đôí tuong khi có giám sat"
width: 80%;,sản phẩm OK đẹp dong goi can thận tiki nhanh gon le giao sớm hơn dự kiến
width: 80%;,để sử dụng như thế nào rồi cho ý kiến tiếp nha cả nhà
width: 60%;,Thường bị mất màu hình ảnh. Mọi thứ khác ok
width: 80%;,Rất tốt. Rất hài lòng....
width: 80%;,"Máy đẹp, hình thức cổ điển, cầm nhẹ nhàng những chắc tay. Tuỳ vào chế độ chụp sẽ cho ra màu ảnh khác nhau. Tuy nhiên nếu chụp ngoài trời chiều tối thiếu ánh sáng hoặc chụp trong nhà với ánh sáng trắng thì vẫn cần phải bật flash nếu muốn chụp chân dung hoặc đồ vật. Chế độ phơi sáng hoặc L+ sẽ hơi khó chụp nếu không có giá đỡ chắc chắn. Phim đắt. Tất nhiên. Nhưng điều nhận lại sẽ là cảm giác thú vị khó tả mỗi khi cho ra một tấm ảnh. :) "
width: 80%;,"Mình chờ khá lâu để nhận được hàng, tuy nhiên dịch vụ CSKH ổn. Hàng ổn, chụp ok."
width: 80%;,"Đây là dòng máy có kiểu đẹp cổ điển hơn những dòng máy lấy liền khác của fujifilm. Kiểu dáng cổ điển rất thu hút người xem và thích hợp cả nam lẫn nữ chứ không như những dòng máy còn lại chỉ phù hợp với nữ. 
Kết cấu thấy chắc chắn, gọn nhẹ, nên thích hợp mang đi theo bên mình. Thời gian ra ảnh khá nhanh chỉ có một nhược điểm là ảnh chưa được đẹp lắm, màu lên thấy ko ưng ý nhưng vẫn ở mức độ chấp nhận được. 

Nói chung thích dòng máy này nhất trong các dòng máy chụp ảnh lấy liền."
width: 80%;,"kiểu dáng của máy khá là đẹp mắt với kết hợp đen trắng cổ điển, tạo sự trang nhã và thanh lịch.tốc độ chụp của máy khá nhanh nhưng ảnh không được sắc nét cho lắm. kết cấu khá là chắc chắn, phù hợp khi mang đi du lịch, vui chơi,, chụp xong thời gian có ảnh là rất nhanh"
width: 60%;,"so với các dòng máy chụp ảnh lấy liền khác thì Mini 90 Neo có kiểu dáng đẹp và cuốn hút hơn nhiều. Tuy nhiên, ảnh chụp chưa đẹp sáng lắm nên không ưng ý khi chụp cho lắm. Đắng lòng nhất máy ảnh đã mắt rồi mà phim tính ra còn mắt hơn. nhưng được cái chụp xong cái ra ảnh liền là thích."
width: 60%;,"Máy Ảnh Fujifilm Instax Mini 90 Neo là dòng máy ảnh đẹp , thiết kế cổ điển mà cũng không kém phần hiện đại, nói chung nó rất bắt mắt, cả nam và nữ dùng đều rất phong cách.
Nhược điểm: Phim để dùng cho máy khá đắt, tiền bỏ ra mua phim chả mấy mà vượt qua tiền mau máy, nên nếu không có điều kiện thì chả dùng máy được lâu"
width: 80%;,"Máy của chính hãng Nhật nên mua về dễ thực hiện thao tác chụp và lấy hình nét , chuẩn chi tiết hình ảnh , chụp được cho những người chưa có kinh nghiệm hay học qua về kỹ thuật , tặng thêm phim lấy ảnh nên tiện hơn ."
width: 60%;,"- Có sử dụng tiki now mà vận chuyển phát sinh phí cồng kềnh
- Adapter của camera bị nứt 1 gốc
- Thông số thấy để cũng cao nhưng thấy bình thường so với những cái đã sài
- Chất lượng thì sài thời gian mới biết được"
width: 80%;,camera rõ nét và có hồng ngoại. quay dc 360 độ và có thể truyền tải giọng nói. tiếc là ko có kết nối được đầu ghi...
width: 80%;,mình mua sp mà thiếu cái chốt này.giờ làm sao shop có gửi tiếp cho mình 1 cái dc ko?
width: 80%;,"thứ nhất thích vì đây là hàng của Nhật.
thứ hai thích vì đây là Grand đỉnh của máy ảnh.
thứ 3: thiết kế rất nhỏ gọn, dễ cầm tay hay bỏ ba lô
thứ 4: nếu biết tận dụng hết các tính năng của máy, chất lượng ảnh ra rất đẹp
thiết kế màu đen tui thấy sang trọng lắm."
width: 80%;,"Với mức tiền như thế này rất chim ưng rồi. 
Giá rẻ, kết nối wifi tốt, zoom 45x xa, rõ. Chụp nắng lên màu tươi, rất đẹp. máy chụp cho hình thật.
Điểm trừ duy nhất là chụp buối tối ảnh mờ, chất lượng kém."
width: 80%;,"Tuy máy hơi nhỏ,người nào bàn tay to thì khó cầm nhưng bù lại chụp thì ok,ngày đêm chụp đều đẹp,zoom xa thì bị rung phải gắn vào chân mới chụp dc.Canon mà tăng kích thước máy ảnh to hơn tí nữa và cải thiện độ rung khi zoom thì sẽ nhiều người mới chơi máy ảnh như mình thích mua lắm."
width: 60%;,"Máy thiếu thẻ nhớ. Chất lượng ảnh không cao. Không có dây đeo
Có chế độ chụp chân dung nhưng không chụp được
Nói chung sản phẩm chất lượng không cao"
width: 60%;,Sản phẩm có ghi tặng kèm túi đựng và thẻ nhớ nhưng nhận hàng mở hộp không thấy đâu cả
width: 80%;,"Đã nhận được sản phẩm, máy ok lắm. Mà sao mình không thấy tặng khóa học nhiếp ảnh vậy tiki?"
width: 60%;,không hiểu sao hok cho bỏ pin vào test máy có lên hay không.
width: 80%;,"giao hàng nhanh , hood có vẻ hơi bụi và bị trầy , tạm ổn"
width: 80%;,mình mua đúng sản phẩm. nhưng lắp không vừa. mình muốn trả lại. cho mình địa chỉ nhé
width: 80%;,Chốt cài 2 bên rất lỏng lẻo dễ bị rời ra. Khó gắn được chặt và cố định
width: 80%;,Cũng tạp ổn lúc dùng thì ok lúc cho nghỉ thì hơi lỏng
width: 80%;,
width: 80%;,Mọi thứ đều ổn chỉ có điều không có dung dịch vệ sinh trong lọ. Lọ trống không!
width: 80%;,Tạm ổn
width: 80%;,
width: 60%;,
width: 60%;,
width: 80%;,"chất lượng build tốt, hình ảnh k sắc nét lắm"
width: 80%;,"Hài lòng, sản phẩm tốt. .. 
Cám ơn shop"
width: 60%;,
width: 80%;,Tủ mới cứng. Vỏ hộp hơi cấn móp chút do vận chuyển nhưng không ảnh hưởng đến tủ bên trong. Hình thức và công năng thì y hệt tủ Nikatei đang dùng ở nhà. Chất lượng đợi thời gian trả lời.
width: 60%;,"1. Độ hoàn thiện tốt, chắc chắn. Tủ hút ẩm nhanh.
2. Đóng gói: Sãn phẩm giao không bị cấn móp.
3. Bảo hành: Tờ hướng dẫn ghi phải có Hoá đơn mới được Bảo hành. Kiện hàng không có Hoá đơn. Tiki vui lòng gửi hoá đơn cho mình."
width: 80%;,Tủ đóng gói rất cẩn thận
width: 80%;,"Tiki đóng gói chắc chắn, Giao hàng nhanh.
 - Hàng hình thức đẹp, còn độ bền thì từ từ cảm nhận."
width: 80%;,Nhiệt độ và độ ẩm chỉ thị không chính xác lắm. Nhưng nói chung có hạ độ ẩm. OK với tầm giá!
width: 80%;,Nhưng không thấy phiếu bảo hành đau vậy giao hàng nhanh hơn dự định
width: 80%;,Sản phẩm đẹp. Dễ sử dụng.
width: 80%;,
width: 80%;,"Hàng đóng gói cẩn thận 
Bạn giao hàng làm việc rất có trách nhiệm
Sản phẩm thì mình rất ưng ý khi nhận được hàng ! ❤️"
width: 80%;,
width: 80%;,
width: 60%;,ko được như mong muốn 1 bảo vệ cánh bị nỗi ko nắp được vì gãy 2 chốt nhỏ . nhưngcháu nó đang thích lên mình vẫn nhận và gắn bằng keo 502 . mong tiki kiểm tra hàng kỹ hơn khi giao cho khách
width: 80%;,Dùng ổn trong tầm giá. Sẽ ủng hộ lần tiếp theo. Cám ơn
width: 60%;,Sp xài vài lần thì hỏng hẳn
width: 60%;,"giao đúng đủ, ổn trong tầm giá, tuy nhiên mọi người nên lưu ý chỉ nên dùng 2 nấc thôi chứ kéo lên 3 nấc là lỏng lẻo lắm, kẹp điện thoại thì khá chật"
width: 80%;,Khi sản phẩm giao tới thì có bị lỗi ở 1 chân không biết lí do sao nhưng mình cũng sửa được nói chung thì ổn đấy chắc do mạnh tay quá nên 1 chân bị dính cứng lại 1 điểm trừ nha !!!
width: 80%;,"Chất liệu bằng nhựa nên ko chắc chắn lắm. 
Nút điều khiển từ xa thì ko dùng được bị hư. 
Nói chung tiền nào của đó. Với giá đó thì cũng khá hợp lý 😊"
width: 60%;,"So với tầm tiền này thì chất lượng cũng ok, hơi nhẹ, bình thường thì ok chứ để ở nơi gió to thì dễ bị đổ dẫn đến máy ảnh hay đt cũng rớt theo"
width: 80%;,"Hàng mình nhận rồi nhưng thiếu một linh kiện là Remote, shop kiểm tra và thông tin lại giúp mình. 0985296561"
width: 80%;,giao hàng nhanh. chân máy xài tạm được. tặng kèm remot xài không được. nghĩ lại 79k chỉ dc vậy thôi. nên không thể nào đòi hỏi thêm. cảm ơn TiKi
width: 60%;,"Nhận hàng đầy đủ giá kẹp cả điều khiển chụp ảnh bằng bluetooth. Hàng không được chắc chắn, nhưng tầm tiền đó như vậy là ổn"
width: 80%;,Remote k sử dụng được. Nhưng k sao. Đế cũng khá chắc so với số tiền bỏ ra. Ai có nhu cầu ít thì mua cái này là quá ok
width: 60%;,chân máy ảnh thì ok nhưng remote tặng kèm thì quá kém. cứ tự động hủy kết nối bluetooth.
width: 80%;,"mua dùng thấy sản phẩm cũng tạm chấp nhận với giá tiền, cũng OK,  remote thì cũng nhạy đấy."
width: 80%;,xài đk dù các khớp nối là nhựa thường nên có lẽ dùng lâu dài k chắc nhưnh tiền nào của nấy vậy
width: 60%;,Chân tripod hơi yếu và đồ điều khiển cầm tay từ xa xài được ít ngày thì bị hư ...
width: 80%;,"Sp được, tuy nhiên remote không bắt được xa. Đứng xa tầm 3m thì lúc nhận lúc không rồi"
width: 60%;,"Oke nhưng hơi si đa , cái phần có cần chỉnh lỏng lẻo không siết ốc gì được luôn"
width: 60%;,"Remote bluetooth không sử dụng đụng, kết nối chập chờn lúc được lúc không"
width: 60%;,"shop chuyển hàng quá lâu 
hàng lên trong 12 ngày 
chốt nhựa k đc chắc chắn cho lắm"
width: 60%;,"sp giống hình, nhưng chất lượng kém. đóng gói hàng rất ok."
width: 80%;,"Đẹp, bền nhưng hơi bị chặt, cứ sợ nó kẹp vỡ đt. kk"
width: 60%;,cho mik hỏi cách để dùng điều khiển chụo vs ạk
width: 60%;,"Hang nhua, de gay. Cac ban hay can than khi dieu chinh quay qua quay lai"
width: 80%;,"hàng ok, khá chắc chắn, vừa túi tiền"
width: 80%;,"Rất tốt, rất hợp với giá tiền"
width: 80%;,Giao hàng đúng hẹn nhanh chóng
width: 80%;,
width: 60%;,
width: 80%;,Ok
width: 60%;,
width: 60%;,
width: 80%;,
width: 60%;,
width: 80%;,
width: 80%;,Đầu tư cái chính hãng dùng cho đã! Chiếc này dùng tạm thôi!
width: 80%;,hơi lỏng tí
width: 80%;,
width: 60%;,
width: 80%;,"Ngàm rất tốt, đóng gói chắc chắn, lấy nét nhanh và khớp với body cũng như lens ef. Nếu giao nhanh 1 chút thì sản phẩm của các bạn rất tuyệt!"
width: 80%;,
width: 80%;,"giao Camera không đúng hình, camera hình có cái móc treo, giao cho mình thì có đế nhưng không có móc treo. Phải gắn điện trực tiếp cho Cam, không có sạc điện. Hình ảnh HD rất Ok, nhưng mỗi lần kết nối lại phát ra âm thanh Connect nên không bí mật theo dõi được."
width: 80%;,"Nói chung cũng được, hàng giá rẻ Zay là OK rồi.zzzzzzzzzz"
width: 60%;,ban ngày quay tốt nhưng đêm thì không ổn lắm
width: 80%;,Em muốn đổi lại một cái thì ntn shop có gì cho e biết sớm
width: 60%;,Camera kg có pin trong mà phải cắm sạc trực tiếp kg tiện
width: 60%;,Tính năng xem tối không rỉ cần nâng cấp thiêm bmmmm
width: 80%;,"với app V380 pro cài đặt dễ dàng, adaptor sạc nóng quá"
width: 60%;,sài cũng ổn. ko có vấn đề gì
width: 80%;,"Sản phẩm chất lượng , thuận tiện ...
Nhưng thời giao chậm quá."
width: 80%;,"Giao hàng sớm hơn dự kiến, sản phẩm còn nguyên seal, đầy đủ quà tặng.
Body của Indonesia, len kit của Philipines.
Cảm nhận ban đầu máy chắc chắn, cầm vừa tay, ống kính zoom điện tử tựa máy compact, cũng thú vị.
Kích hoạt bảo hành chưa được, chắc phải thông qua Tiki"
width: 80%;,"Ấn tượng đầu tiên là hàng được đóng gói và bọc xốp nổ cẩn thận. Máy nguyên seal, đầy đủ phụ kiện. Hàng giao sau 1 tuần đúng dự kiến, tuy nhiên mình không hiểu tại sao lại sau 2 tuần mới giao nốt thẻ nhớ"
width: 60%;,"Máy tốt, đóng gói ok
Giao hàng mất 1 tuần, tuy nhiên bị thiếu thẻ nhớ. Mình có phát hiện ra từ lúc kiểm tra lại trong ứng dụng đã không có nên gọi điện cho tổng đài cskh thì nhận được câu trả lời là sẽ kiểm tra với bên hệ thống sau nhưng chắc câu trả lời sẽ là do thao tác của mình lúc đặt bị thiếu nên có kiện thêm cũng mất thời gian k được gì  :) mình cũng đành chịu k thắc mắc thêm đc nhưng vào đọc đánh giá thấy cũng có trường hợp y như mình cũng k được gửi kèm thẻ nhớ. Cũng chẳng đáng là bao nhiêu đâu so với cái máy nhưng quảng cáo khác với thực tế là không chấp nhận được. Sẽ cân nhắc có nên dùng tiki mua hàng trong tương lai nữa không và người thân bạn bè nếu có ý định dùng tiki thì mình cũng sẽ bảo họ suy nghĩ."
width: 80%;,"Mình mua cách đây hơn tuần giờ mới rãnh viết review.
Mua của Tiki Trading, đóng gói chắc chắn, cẩn thận, giao cực nhanh. Luôn ủng hộ tiki về khoản này.
Đã được kích hoạt bảo hành sẵn cả body và lens.

Nhưng có 1 trừ điểm quan trọng là sai thông tin. Cả body và lens không có cái nào Made in Japan cả. Tiki nên update lại thông tin này."
width: 60%;,"Thông tin nơi sản xuất sai, vẫn không sửa gây nhầm lẫn cho người khác. Mình gửi email 2 tháng rồi vẫn không thấy Tiki sửa. Gửi mail về cục quản lý cạnh tranh là phạt no luôn ...

vcca@moit.gov.vn"
width: 80%;,"Hiện mình đã nhận máy và chưa có gì để phàn nàn. Duy chỉ phần giao hàng hơi lâu (1 tuần), lại không giao vào thứ 7, chủ nhật. Thẻ nhớ tặng kèm chỉ bắt đầu chuyển sau khi đã nhận hàng nên hơi bất tiện"
width: 60%;,"chào Tiki, 
Sản phẩm này mình thấy ghi là Made in Japan, nhưng hàng đặt về lại là Made in Indonesia.
Phản hồi gấp lại thông tin giúp mình nhé."
width: 60%;,"Mình đọc Review thì thấy QTV của Tiki trả lời khách là Máy SX tại nhật, nhưng nhận hàng thì Máy SX tại Philipines Lens Kit theo máy cũng SX ở Phillipines, Hơi khó hiểu, nhưng chất lượng Ok, kích hoạt BH thì vẫn đủ 24 month."
width: 80%;,Sản phẩm này mình mua hôm 12/02/2020 nhưng không thể đăng ký bảo hành điện tử được. Mình lên trang web của Fujifilm thì thấy đã được kích hoạt vào ngày 18/01/2020 rồi?
width: 80%;,tôi đã nhận được máy. nhưng trong hộp ko có dây đeo. đề nghị kiểm tra lại giùm
width: 60%;,Máy đẹp. Tuy nhiên mình mua sản phẩm của nhận nhưng s lại giao máy sx tại Indonesia.
width: 80%;,"Tiki đóng gói cẩn thận, giao hàng đúng giờ! Sản phẩm đẹp, hài lòng với XT-100"
width: 80%;,Hàng giao thiếu thẻ nhớ km. Mình đã gọi điện tông đài nhưng chưa có phản hồi.
width: 80%;,"Mình đặt hàng từ thứ 6, tới nay chủ nhật chưa giao hic hic"
width: 80%;,"https://tiki.vn/may-anh-fujifilm-x-t100-lens-15-45mm-24-2mp-hang-chinh-hang-p2682881.html?src=search&q=X-T100
này hàng fullbox 100% hay sao ad"
width: 80%;,Máy này có hỗ trợ tiếng việt giống con x-a5 không shop
width: 60%;,Shop ơi sao em format thẻ xong còn có 7.81GB vậy em mua thẻ 16GB mà
width: 80%;,"Hàng mới 100%, chưa khui. Giao hàng rất nhanh. Nhưng mình không thấy có bất kì tem bảo hành nào cả.
Mình gắn trên máy ảnh sử dụng ổn."
width: 80%;,"Hàng giao khá đúng thời gian. Sản phẩm khá, đúng như miêu tả. Chất lượng sản phẩm đang sử dụng khá tốt, đang tiếp tục trải nghiện."
width: 80%;,"hàng mới chưa khui không thấy tem bảo hành chỉ có hóa đơn bán hàng, hàng đúng ảnh quảng cáo sử dụng ok"
width: 80%;,Thẻ nhớ bán ở trên dùng cho canon 30D được ko ạ???
width: 60%;,"Dùng oke, chụp định dạng raw tốc độ khá nhanh, quay film xem lại cũng ko bị giựt hình ảnh."
width: 60%;,"1. Keo 3M dởm
2. ""1 wrist strap để gắn SJCam, gopro lên cánh tay"" => gửi cái dây đeo lên mũ BH xe đạp
3. Còn lại đầy đủ như hình, dù chất lượng ko tốt lắm.

Dù giá không cao nhưng vẫn bỏ tiền ra cho một số sản phẩm không dùng được => đắt"
width: 60%;,"Các món dùng được: dây đeo ngực, đeo đầu, các phụ kiện nối dài, gắn xe đạp, kính.
Còn lại: gậy selfie rất èo ọt, miếng dán 3M ko thể dán được nên đành dùng keo 502 mod 1 số mount."
width: 60%;,
width: 60%;,giao thiếu 1 tấm lót ở giữa. shop nên kiểm tra kỹ khi giao cho khách.
width: 80%;,Chất lượng.
width: 80%;,
width: 80%;,"chất lượng sản phẩm ở mức khá. tg bảo hành là 5 năm.xài được khoảng 1.5 năm thì hỏng, nhưng bên tiki vẫn bảo hành đổi cho cái mới. hài lòng ở khâu bảo hành"
width: 80%;,Thẻ nhớ bị mở không còn nguyên vẹn. Đề nghị phía công ty giải đáp ạ
width: 80%;,"Sản phẩm dùng trên máy ảnh tốt, quay fullHD ok không có vấn đè. ai quay 4K không nên mua"
width: 80%;,ok
width: 60%;,"tất cả,  nào là quay 4k,  1080HD,  RỒI PIN 900amh  , k có đâu,  quay được khoảng 15p hết pin,  tắt nguồn,  máy quay rất rất rung,  k thể nhìn rõ mọi vật khi di chuyển,  không thể gắn lên xe hoặc mũ bảo hiểm để làm camera hành trình được,  vì mọi vật đều bị nhoè đi,  gắn làm kiểng thì rất ok,  đẹp"
width: 60%;,"Đã nhận hàng, mình dùng thấy chất lượng hình ảnh ko đc như mô tả là 1080, pin cũng chỉ được khoảng 30ph thôi. Với mức giá trên thì tạm chấp nhận được."
width: 80%;,3.5 sao. Màn hình xước mình sẽ rewiew sản phẩm này trên kênh youtube của mình xem chất lượng thế nào tốt hay xấu mình vẫn review và sẽ đăng lên group của Tiki
width: 80%;,"giao hàng nhanh, camera có vết xước, chất lượng hình ảnh hơi kém, nhưng vừa giá tiền"
width: 60%;,"sao không đủ phụ kiện vậy bạn,  không có phụ kiện rắn vô mũ bảo hiểm"
width: 80%;,sản phẩm tuyệt vời quay tốt nhưng khe cắm thẻ nhớ hơi đút khăn khăn
width: 80%;,hoi nhòe 1 tý quay ban ngay thi ok 👌
width: 80%;,
width: 80%;,"máy này tốt không shop mà sao giá lại rẻ vậy, mình muốn mua."
width: 60%;,"bao đựng đã bị rạch và thẻ nhớ đã được lấy ra trước đó, ko biết thẻ nhớ có bị đổi hay làm gì ko"
width: 80%;,"tốc độ ghi nhanh,tốc độ đọc ổn, đang tiền"
width: 80%;,Sản phẩm tốt dùng được không biết độ bền
width: 80%;,Minh o tỉnh Bình Thuận minh thay tuong đoi ổn định
width: 60%;,Giao đúng mẫu nhưng chất lượng thì chưa biết được
width: 80%;,chấp nhận được
width: 60%;,
width: 60%;,
width: 80%;,Dễ cài đặt dễ sử dụng vấn đề độ bền?
width: 80%;,
width: 60%;,"Tốt cho nhu cầu sử dụng chung chung và cơ bản và phù hợp đi du lịch với bạn bè, gia đình.
Đôi lúc bị lỗi hoạt động không chuyển qua chế độ khác được và chỉ chuyển được qua lại giữa hai chế độ. phản xạ cân bằng hơi chậm và gây ra lỗi mất cân bằng, phải tắt gimbal đi rồi mở lại.
Túm lại tầm giá này thì ok, chức năng tương đối nhiều. và dùng nhiều thì sẽ quen và cảm thấy khá thoải mái quen thuộc"
width: 80%;,"Gimbal tốt, cân được cả iphone 11 pro max. Chỉ hơi phiền là phải tháo case ra thì gắn điện thoại vào mới chắc chắn, nhưng không sao vì mỗi case mỗi kiểu. Cái dây đeo tay hơi cheap, móc vào thì lòi cước ra nên mình ko dùng, cũng ko cảm thấy cần thiết lắm!"
width: 60%;,"mới mua cảm nhận cầm chắc tay, nhưng phần app khi mình sử dụng chế độ Motion timlapse quay cứ giật giật là sao, này là do bị lỗi app hay do gimble, xin phản hồi sớm cho mình"
width: 80%;,"Gimbal ổn định, chắc chắn và gọn nhẹ. Điểm trừ cho phần mềm chưa xuất sắc và không dựng máy để quay chiều đứng được."
width: 80%;,"Mua máy được 2 tháng mà mới quay được có 2 lần. Máy cầm đầm tay, quay cũng dễ, có điều gắn cái iPhone XS Max sợ bị giựt quá."
width: 80%;,"Sản phẩm mình mới mua rồi trông đẹp mắt lắm nhưng chưa test, mình muốn thêm pin rời sản phẩm này, xin được trợ giúp"
width: 80%;,Đùng được 2 hôm thì bị vậy. Shop xem hỗ trợ giúp với. 0971054888
width: 60%;,gymbal này dùng trên note 9 bị khuất trục . quá chán
width: 60%;,Sao em mua có dây sạc mà ko có củ sạc nơi. Sạc củ sạc đt mãi không vào pin ạ
width: 60%;,Sao hàng của m mới nhận ko có tem nhập khẩu vậy tiki?
width: 80%;,Đã nhận hàng cập nhật chi tiết sau
width: 80%;,"Phần đỡ điện thoại dính keo khá nham nhở và phần đệm cao su không dày, các chốt nối bằng nhựa nên siết cẩn thận không bể nhựa. Tầm tiền này xài vậy cũng tạm chấp nhận được nên 4 sao là ok"
width: 80%;,"sản phẩm ổn , không méo , vỡ. xong đế để thiết bị yếu , bị nghiêng , sử dụng với điện thoại thì ổn nhưng với máy ảnh hơi khó dùng . Nói chung là ổn trong tầm giá ."
width: 80%;,hàng đúng như mô tả. nhẹ. gắn đt lên thì ok nhưng gắn máy ảnh sợ chịu lực không nổi. có 1 chốt bị lờn khó bấm vào.
width: 60%;,"Chân máy chắc, có một số lỗi có thể tự sửa được, thiết bị điều khiển hơi lỏng lẻo. Phù hợp với giá tiền."
width: 80%;,"hàng đúng chuẩn ,đẹp , cứng cáp"
width: 60%;,
width: 80%;,"Được mở hộp còn nguyên seal vẫn đem lại cảm giác rất Sướng!
Dùng lens này cho con sony a6000 quả là tuyệt vời, không có gì phải chê cả từ hình thức đến chất lượng ảnh. Giá thì rẻ hơn ngoài thị trường 1 ít + được giảm 150k do lần đầu dùng zalopay nên tầm 4.5 củ.
Do thời gian giao hàng quá chậm, cậu giao hàng ko kịp giao trong ngày đưa về kho và báo ko liên lạc đc với khách hàng (giả dối) mặc dù mình đã mở cửa cả ngày nên trừ 1 sao.
Thanks,"
width: 80%;,"Đặt 3 hôm là nhận được hàng, đóng gói hơi không hài lòng khi hàng dễ vỡ nhưng tiki lại k để bất cứ miếng xốp nào đễ chống sốc, chất lượng tốt trong tầm giá"
width: 80%;,"Đóng gói vận chuyển hơi ẩu, móp méo kiểu nhồi nhét nặng lắm. Nhìn hộp sợ sợ, may ở trong ko sao.
Hàng hoá thì chuẩn nguyên seal. Giá quá tốt"
width: 80%;,"Hàng nguyên seal, ống bạc nhìn rất cao cấp và tinh xảo. Tuy nhiên mình đặt cùng 1 máy sony a6500 và 1 lens 18-105 nữa. Tiki ôm hơn 1 tuần khiến mình hơi sốt ruột. Cần cải thiện về thời gian giao hàng hơn."
width: 80%;,"đóng gói cẩn  thận , giao hàng đúng hẹn , xin cảm ơn TIKI , hãy cố gắng đảm bảo chất lượng đúng như quảng cáo , tôi tin sẽ nhiều người ủng hộ TIKI , thanks !"
width: 80%;,"Hàng chính hãng nguyên seal đóng gói chuyên nghiệp cẩn thận

*giao hàng 2h nhưng mất gần 4h mới nhận được. nói chung cũng hài lòng"
width: 80%;,"Chụp chân dung đúng đẹp nhé, nếu lấy 35mm thì ko đẹp bằng đâu :))"
width: 80%;,"Lens tốt, góc chụp hơi hẹp, phải đứng xa nên cho 4* 😄"
width: 80%;,ngoài việc thời gian giao hàng mất 1 tuần thì còn lại đều tốt
width: 80%;,Ảnh khá rõ nét và sáng. Phù hợp ảnh chân dung. Giá cả phù hợp với chất lượng ống kính.
width: 80%;,sản phẩm đúng mô tả. giao hàng nhanh 2 giờ. tôi khá hài lòng với sản phẩm
width: 80%;,"Hài lòng về thời gian giao hàng, chất lượng lens chụp tốt. Nói chung là hài lòng :)"
width: 80%;,
width: 60%;,"Hàng của mình lâu vậy ạ, báo đến 31/12 hơn 1 tuần cơ ạ"
width: 80%;,giá vừa chất lượng hình ảnh tốt
width: 80%;,
width: 80%;,"Sản phẩm giống như hình, rất gọn để mang đi, màu xanh không được sáng như mong đợi. Tấm lót phân chia 2 ngăn có thể tháo ra dán lại để điều chỉnh kích thước ngăn như mong muốn. Mình để vừa 1 máy a6000+lens 35mm f1.8, ngăn còn lại có thể để lens kit hoặc pin+dây sạc. Nhìn chung mình hài lòng về sản phẩm"
width: 80%;,Túi khá đẹp và thời trang. Tuy nhiên hơi bé so với máy ảnh và bộ lens của mình :(
