_id,rate,comment
5f78640cfd3d9e40c7b6bc2f,width: 80%;,Ngoại trừ miếng giấy ướt không cong thì mọi thứ đều ổn
5f78640cfd3d9e40c7b6bc30,width: 60%;,"Sản phẩm đúng giá tiền 
Dễ dùng dễ dán"
5f78640efd3d9e40c7b6bc31,width: 80%;,Ok nhưng hơi mờ. Độ mượt có
5f78640efd3d9e40c7b6bc32,width: 80%;,false
5f78640efd3d9e40c7b6bc33,width: 80%;,false
5f78640e709d68d2d4b7c548,width: 80%;,Nếu sản phẩm lỗi trong thời gian bảo hành thì ntn ạ
5f78640ffd3d9e40c7b6bc34,width: 60%;,false
5f78640ffd3d9e40c7b6bc35,width: 80%;,false
5f78640ffd3d9e40c7b6bc36,width: 80%;,false
5f786410fd3d9e40c7b6bc37,width: 80%;,false
5f786410fd3d9e40c7b6bc38,width: 60%;,"Lần đầu mua qua Tiki. Hàng giao nhanh, đóng gói cẩn thận. Shipper chuyên nghiệp. Đáng tiếc khi kiểm tra thì hàng bị lỗi. Có một vết mực ở trong màn hình, mặt dưới nên k xoá được. Mong shop hãy kiểm tra hàng thật kĩ để tránh mất thời gian đôi bên. Trân trọng!"
5f786416d43cdb78fe95a138,width: 80%;,"Mình mua hàng từ ngày 22/11 cho hóa đơn 305264791.Sản phẩm là máy in Laser Đơn Năng Canon LBP 6230DN Duplex trị giá 2912000 nhưng đến giờ tôi vẫn chưa nhận được hóa đơn VAT để thanh toán lại cơ quan.Mong công ty hỗ trợ xuất hóa đơn giúp tôi ạ.DC mail tôi là vuhoangthinh2013@gmail.com.
Cám ơn công ty."
5f786416d43cdb78fe95a139,width: 80%;,"đóng gói tốt sản phẩm nguyên seal, nhung về mình cài dat phan mem không dược, vẫn chua sai dc"
5f786416d43cdb78fe95a13a,width: 80%;,"Sản phẩm đóng gói chưa tốt lắm, thùng hàng bị móp ở các góc, miếng xốp bên trong bị gãy, còn về thơi gian giao hàng thì khá tốt, trước hạn 1 ngày, giá rẻ hơn thị trường bên ngoài."
5f78641afd3d9e40c7b6bc39,width: 60%;,"hồi trưa mới mua về chạy êm ru siêu thích. mới sử dụng 3h thôi mà quạt tản nhiệt giờ chạy ồn quá mình đeo tai nghe mà vẫn nghe rõ.
:(("
5f78641afd3d9e40c7b6bc3a,width: 60%;,Quạt tản nhiệt quá kém. Cho quạt chạy lấy tay sờ thử hầu như ko cảm nhận độ mát nên hơi thất vọng với sản phẩm
5f78641ad43cdb78fe95a13b,width: 80%;,"Máy khá ổn, hoạt động trâu bò. Tuy nhiên độ ổn định khi cắm dây mạng chưa cao, thi thoảng (tỷ lệ ko nhiều) ko nhận mạng LAN, fai reset lại mới nhận"
5f78641ad43cdb78fe95a13c,width: 60%;,"Máy in mới, dùng được các tính năng, nhưng quan trọng nhất mực in gốc lúc mua rất mờ. Gọi thợ đến họ bảo phải thay loại mực khác. Thua màu máy in LBP2900."
5f78641ad43cdb78fe95a13d,width: 80%;,"cài máy in lỗi hoài, chán ghê luôn. có ai biết cách cài chỉ tôi với được không ạ?"
5f78641ad43cdb78fe95a13e,width: 60%;,Máy mới dùng nên in thấy oki. Giao hàng chậm so với dự kiến cả tuần. Dự kiêna giao ngày 10 mà ngày 16 mơia giao. Nhân viên mới giao thì như khỉ ăn mắm tôm
5f78641ad43cdb78fe95a13f,width: 80%;,"Đóng gói đẹp, cẩn thận....
Máy mới dùng rất tốt, tôi rất ưng ý sản phẩm
giá cả phải chăng"
5f78641ad43cdb78fe95a140,width: 80%;,"Tiki không làm thất vọng hàng chính hãng sử dụng tốt, giao hàng nhanh nữa"
5f78641cd43cdb78fe95a141,width: 60%;,"In khoảng 50 trang đầu rất nhanh và ok. Nhưng sau đó lại in rất chậm, không biết nguyên nhân vì sao luôn."
5f78641cd43cdb78fe95a142,width: 80%;,Hàng chuẩn. Hài lòng với sản phẩm. Thời gian giao hàng chưa được nhanh.
5f78641d709d68d2d4b7c549,width: 80%;,"Hộp nguyên vẹn, nguyên seal. Duy chỉ có một chỗ mình thấy không ổn là camera trông như đã qua sử dụng, có hiện tượng trầy xước kỳ lạ. Độ phân giải full HD mà sao thấy nó không được nét, mờ mờ sao á. Mình xài Ezviz studio tinh chỉnh các thông số ở mức cao nhất thì cũng chỉ khá hơn được một xíu thôi. So với con C1C thì con này màu sắc không ngon bằng. Khả năng xử lý ngược sáng cũng kém, bắt wifi tạm. Mic thu âm tốt, loa ngoài tốt, chạy hơi nóng. TiKi miễn phí giao hàng, giá rẻ hơn nhìu chỗ khác mình từng mua nhưng giao hàng lại hơi chậm so với trước."
5f78641d709d68d2d4b7c54a,width: 80%;,Mình mua sản phầm này được hơn tuần thì bắt đầu có hiện tượng cảm biến ánh sáng bắt đầu có vấn đề .Như ảnh nhà mình có bật điện nhưng chế độ hình ảnh vẫn ở dạng đèn hồng ngoại ban ngày thì phải 6h30 trở đi mới có chế độ có màu
5f78641d709d68d2d4b7c54b,width: 80%;,"Mới nhận hàng sáng nay (06-7-2020)
- Thời gian giao hàng về Huyện khá lâu. mất 4 ngày.
- Sản phẩm đúng như mô tả.
- Đã cài đặt thành công và đang sử dụng tốt.
- Tính năng phát hiện chuyển động rất tốt. 9/10
- Tính năng di chuyển theo chuyển động chưa tốt 5/10 
- Trong điều kiện ánh sáng bình thường, hình ảnh rõ nét.
- Loa đàm thoại 2 chiều tạm được, hay bị tiếng vang vọng lại rất chói tai."
5f78641dfd3d9e40c7b6bc3b,width: 80%;,Nhìn bề ngoài khá oke nhưng chưa dùng thử nên chưa biết tốt hay không
5f78641dd43cdb78fe95a143,width: 80%;,"In ok, rất thích, in được cả 2 mặt... in êm, nhưng hơi nặng tí thôi."
5f78641ffd3d9e40c7b6bc3c,width: 80%;,Dùng ổn
5f78641ffd3d9e40c7b6bc3d,width: 80%;,false
5f78641ffd3d9e40c7b6bc3e,width: 80%;,false
5f78641fd43cdb78fe95a144,width: 80%;,máy đẹp giá cả phai chăng.giao hang nhanh.noi chung la ok.
5f78641ffd3d9e40c7b6bc3f,width: 60%;,false
5f78641f709d68d2d4b7c54c,width: 80%;,"hàng chính hãng giao hàng nhanh. mới đặt hôm mùng 9/9 mà mùng 10/9 đã nhận đc hàng. 
camera cài đặt dễ dàng vì có hướng dẫn sử dụng. giá thành tốt vì đc áp mã giảm giá. 
rất hài lòng. 
chất lượng thì mình sẽ theo dõi thêm"
5f78641f709d68d2d4b7c54d,width: 60%;,"Giá phải chăng nhưng không hiểu sao mình không thể xem trực tiếp được. Máy chỉ thông báo phát hiện chuyển động, tuy nhiên khi mình di chuyển thì không thấy máy quay theo đối tượng chuyển động.  Có phải do mình chưa lắp thẻ nhớ vào máy ko?"
5f78641f709d68d2d4b7c54e,width: 80%;,"mình mua hàng của tiki tranding còn nguyên seal ,camera sài ổn nhưng đàm thoại hai chiều loa của camera nhỏ,mình có 1 cái ezviz bản 720 model c6cn thì đàm thoại loa to hơn loại mới c6n này có vẻ không ngon bằng đời trước"
5f786420fd3d9e40c7b6bc40,width: 80%;,false
5f786420fd3d9e40c7b6bc41,width: 80%;,false
5f786420fd3d9e40c7b6bc42,width: 80%;,false
5f786420fd3d9e40c7b6bc43,width: 80%;,false
5f786420709d68d2d4b7c54f,width: 80%;,Giao hàng nhanh. Hàng chính hãng. Tạm thời ok. Về bán hàng và giao hàng không có vấn đề gì. Về camera có 1 nhược điểm là góc quay lên xuống hẹp. Có 55 độ thôi. Nếu treo thẳng lên thì k nhìn thẳng xuống dưới được
5f786420709d68d2d4b7c550,width: 80%;,sản phẩm chất lượng trong tầm giá. vẫn có độ trễ khi di chuyển dù mạng wifi mạnh. đàm thoại 2 chiều có độ vang vọng khó nghe. tiki giao hàng quá chậm. mình đặt từ T6 tuần này mà đến T2 tuần sau mới nhận được
5f786420709d68d2d4b7c551,width: 80%;,"Chất lượng hình ảnh tốt, tuy nhiên hoạt động xoay đế không được mượt mà, như bị giật giật nhẹ.
Các chức năng so với giá cũng rất đáng mua."
5f786420709d68d2d4b7c552,width: 60%;,"mình tưởng là có cà thẻ nhớ ko có thẻ nhớ thì còn gọi gì là camera thế nên mình lại phải tìm mua thẻ nhớ.lại mất công tiền gửi với đợi.
mọi ng mua hàng lưu ý điểm này nhớ mua kem thẻ nhớ"
5f786421fd3d9e40c7b6bc44,width: 60%;,false
5f786423709d68d2d4b7c553,width: 80%;,Mua lần 2 ở máy tính bảo minh rồi. Nhưng cùng loại 1080 nhưng mình thấy loại cũ c6cn thì sáng và rõ hơn. Còn chất lượng thì đợi 1 thời gian dùng mới đanh giá đúng được
5f786424709d68d2d4b7c554,width: 80%;,"- Theo hình, thẻ nhớ lưu không liên tục là do nguyên nhân sao ah?
- Giao hàng nhanh, chất lượng sản phẩm tốt trong tầm giá."
5f786424709d68d2d4b7c555,width: 80%;,"Đóng gói cẩn thận, giao hàng đúng ngày, mới cài đặt xong, chất lượng camera cũng ổn, thử nói chuyện hai chiều thì thấy tiếng bị hú và có độ trễ."
5f786424709d68d2d4b7c556,width: 60%;,k hiểu nó cứ quay đi đâu ý. mình chỉnh ra giữa mà nó cứ xoay kịch. tạm đánh giá 3 sao đi
5f786425709d68d2d4b7c557,width: 60%;,"Camera 2mp, cài đặt dễ dàng, giá tốt, hiện xài chưa tháy trục trặc gì. Đã mua trước đó 2 cái của hãng này nên rất an tâm về chất lượng."
5f786425709d68d2d4b7c558,width: 60%;,Sp xem nét nhưng ko thấy lưu đc video mấy . Đặc biệt ko hề thấy tem dán bảo hành đâu . Ko hiểu nếu máy làm sao thì không biết bảo hành sẽ làm tn
5f786425709d68d2d4b7c559,width: 80%;,"cam xài tương đối nét, nhưng đàm thoại 2 chiều cam phát ra tiếng không rõ lắm, tuy nhiên tiền nào của nấy, hàng trong tầm giá oke ."
5f786425709d68d2d4b7c55a,width: 80%;,Ngoài không thể zoom to màn hình khi xem và thu âm thanh cũng như đàm thoại không tốt ra thì các phần còn lại đều ổn
5f786427709d68d2d4b7c55b,width: 80%;,Đã mua nhiều chiếc của ezviz nhưng chiếc C6N này có góc rộng nhỏ và chất lượng hình ảnh kém hơn so với C6C 1080p
5f786428d43cdb78fe95a145,width: 60%;,"Máy lấy giấy yếu, mình in nhiều trang liên tiếp máy chỉ lấy đc 2,3 tờ rồi báo hết giấy, phải cấm resume làm mới khay giấy lần nữa lại lấy đc vài tờ thì đứng tiếp. 1 lần mình in cỡ 10-15 trang cứ phải resume liên tục như vậy rất mệt mỏi. Đến lần in thứ 3 máy cuộn giấy vào trong quấn thành 1 nùi k lấy ra đc, mình thì k dám gỡ ra luôn. Vừa báo lỗi cho tiki để đc đổi máy khác. Máy đc điểm cộng là thiết kế đẹp, gọn, màu in ra đẹp. Mực dễ lắp, cài đặt đơn giản, chỉ có mỗi cái việc lấy giấy là quá mệt. Có lẽ do máy mình lỗi chứ k ai lại thiết kế máy in chỉ đc vaì tờ 1 lúc như thế."
5f786428d43cdb78fe95a146,width: 80%;,Nếu cần 1 máy in ảnh chất lượng cao khổ lớn A3 thì đây là lựa chọn mình thấy tốt nhất. In được A3 nhưng máy thiết kế khá ngọn đẹp. Chi phí mực in thì xài lâu in nhiều mới biết.
5f786428709d68d2d4b7c55c,width: 80%;,"Hàng chính hãng, chất lượng tốt, giao hàng rất nhanh, cảm ơn tiki"
5f786428709d68d2d4b7c55d,width: 80%;,cam quay hình ảnh không được mượt thường xuyên giật lag. giao hàng không còn nguyên seal
5f786428709d68d2d4b7c55e,width: 60%;,"Đóng gói cẩn thận giao hàng nhanh chóng
Độ nét của camera C6N này dù cùng là loại 1080p nhưng kém hơn C6CN và C1C"
5f786428709d68d2d4b7c55f,width: 80%;,"Hàng giao đúng model, cài đặt nhanh
Nhận diện thẻ nhớ và ghi hình tốt"
5f78642a709d68d2d4b7c560,width: 80%;,"Hàng nhận đc đóng gói cẩn thận, cài đặt dễ dàng, chất lượng đáng giá sau vì chưa sử dụng lâu nên chưa biết đc"
5f78642a709d68d2d4b7c561,width: 60%;,"ahàng có dấu hiệu đã qua sử dụng.
Lúc xem tua lại video đã quay nhiều quá thì cam bị reboot.
Còn lại thì OK."
5f78642a709d68d2d4b7c562,width: 80%;,"mọi khâu đều tốt, chỉ phân vân chất lượng sản phẩm có như nhà phân phối không thôi"
5f78642a709d68d2d4b7c563,width: 80%;,"Đúng như quảng cáo. Tốt
nhưng chưa biết cài đặt khi treo ngược lên trần nhà .tiki chỉ giúp"
5f78642a709d68d2d4b7c564,width: 80%;,"Chất lượng hình ảnh tốt, tiếc là mua xong mới biết muốn lưu dữ liệu phải mua của hãng chứ ko free"
5f78642bd43cdb78fe95a147,width: 80%;,san pham giao nhanh gon. dep so voi hinh thuc te. ok
5f78642b709d68d2d4b7c565,width: 80%;,Điện thoại mình cài vào khi xem nó hú réo đi đàm thoại chủ shop ạ? Có ai bị như mình ko?
5f78642b709d68d2d4b7c566,width: 80%;,phải kết nối bằng dây mạng chứ bằng wifi lâu và mất thời gian lắm. mạng chập chờn
5f78642b709d68d2d4b7c567,width: 80%;,Hàng khá ổn so với tầm tiền. Phải sử dụng 1 thời gian mới biết được sự bền bỉ
5f78642cfd3d9e40c7b6bc45,width: 80%;,"giá cả hợp lý, mình mới sử dụng đụơc mấy ngày thì thấy sản phẩm khá ổn, lần sau mua sp ở Tiki vẫn tốt như vậy thì nhất định vote 5 sao ^^"
5f78642d709d68d2d4b7c568,width: 80%;,"Mình đã cái đặt và dùng được 1 thời gian, nhìn chung chất lượng ổn, dễ cài đặt,"
5f78642d709d68d2d4b7c569,width: 80%;,Cài đặt dễ dàng. Camera 1080 nhưng hơi mờ. Còn độ bền thì phải chờ thời gian để kiểm chứng.
5f78642d709d68d2d4b7c56a,width: 80%;,Hài lòng khi sử dụng sp này. Giảm được 20% giá thành nữa là hoàn hảo
5f78642d709d68d2d4b7c56b,width: 80%;,"Chất lượng hình ảnh ok. Máy hoạt động ok, giao hàng khá nhanh. Độ bền thì còn xem xét"
5f78642e709d68d2d4b7c56c,width: 80%;,"Giao hàng nhanh, sản phẩm đóng hộp cẩn thận. Cam rõ ràng, mic và loa hơi nhỏ."
5f78642ffd3d9e40c7b6bc46,width: 80%;,false
5f78642ffd3d9e40c7b6bc47,width: 80%;,false
5f78642f709d68d2d4b7c56d,width: 80%;,"sản phẩm ổn, coi rõ, nhưng thời gian xem lại cần phải mua tài khoản @@"
5f78642f709d68d2d4b7c56e,width: 80%;,"Sản phẩm tốt so với mức giá, tuy nhiên hỗ trợ đẩy qua cloud riêng nữa thì tuyệt."
5f78642f709d68d2d4b7c56f,width: 80%;,"Sản phẩm dùng tốt, hình ảnh rõ nét phù hợp với thời đại công nghệ không dây"
5f78642f709d68d2d4b7c570,width: 80%;,Sản phẩm tốt trong tầm giá! Loa nghe rõ xíu nữa là ok
5f786430fd3d9e40c7b6bc48,width: 80%;,false
5f786431709d68d2d4b7c571,width: 60%;,mình mua 2 cái nhưng 1 cái củ nguồn không theo máy đã bị đổi sang màu đen
5f786431709d68d2d4b7c572,width: 60%;,sản phẩm full box. hình ảmh rõ nét. tốt trong tầm giá
5f786432709d68d2d4b7c573,width: 80%;,"camera chạy tốt chưa thấy có vấn đề gì, không biết, đùng được bao lâu"
5f786433709d68d2d4b7c574,width: 60%;,Xem hình hơi mờ .theo dõi chuyển động bánh răng kêu  ?!
5f786433709d68d2d4b7c575,width: 80%;,"Giao hàng nhanh. Hình ảnh đẹp, nhưng âm thanh bị rè, hú."
5f786433709d68d2d4b7c576,width: 80%;,Sản phẩm sử dụng OK nhưng chờ xem thế nào nhé.
5f786434d43cdb78fe95a148,width: 80%;,"Tôi thấy ổ cứng này ổn, dùng tốt, mẫu mã đẹp và giá trên Tiki khá rẻ
Nó khác hoàn toàn với dòng ổ cứng SATA 3.0 500 G mà tôi nhờ bạn tôi mua hộ cũng trên Tiki (do tôi không có thẻ trả tiền trước). Dòng ổ cứng ấy sau khi mua về, tôi vừa copy các file riêng tư của gia đình vào, được khoảng một nửa dung lượng của ổ thì ổ báo lỗi vật lý. Hiện nay thì ổ ấy coi như tèo hẳn. ĐỊnh gửi lại cho Tiki bảo hành như do chứa file riêng tư của gia đình nên coi như bỏ. Hy vọng Tiki không nên phân phối loại ổ đấy nữa."
5f786434d43cdb78fe95a149,width: 80%;,"Tốc độc chậm quá, 27mb/s trở xuống không lên được 30."
5f786434d43cdb78fe95a14a,width: 80%;,Sản phẩm tốt nhưng thời gian giao hàng quá lâu.
5f786434d43cdb78fe95a14b,width: 80%;,"Giao hàng nhanh, nhìn có vẻ ổn, xài thêm thời gian xem thế nào."
5f786434d43cdb78fe95a14c,width: 60%;,false
5f786435709d68d2d4b7c577,width: 80%;,"hình ảnh ổn, nhưng loa lúc nói chuyện bị rè, vọng"
5f786435709d68d2d4b7c578,width: 80%;,"Ăm thanh ấm. Nhưng hơi chậm, độ nét thì cũng ok ."
5f786436709d68d2d4b7c579,width: 60%;,Lắp ngược lên trần nhà và ko lật đc ảnh!
5f786436709d68d2d4b7c57a,width: 60%;,"Sản phẩm sử dụng ổn định, chất lượng khá"
5f786436709d68d2d4b7c57b,width: 80%;,Không kết nối wifi được. Cần Shop hỗ trợ kỹ thuật.
5f786436709d68d2d4b7c57c,width: 60%;,theo doi hinh anh dong khong duoc tot.....khong theo doi duoc
5f786437709d68d2d4b7c57d,width: 80%;,Cứ tưởng là có tặng kèm thẻ nhớ.
5f786439709d68d2d4b7c57e,width: 80%;,"ảnh đẹp, sắc nét. đã mua cái thứ 2"
5f786439709d68d2d4b7c57f,width: 80%;,giao hàng nhanh  chóng đóng gói chắc chắn
5f786439709d68d2d4b7c580,width: 80%;,Sản phẩm đóng gói cẩn thận
5f786439fd3d9e40c7b6bc49,width: 80%;,"Tiki giao hàng nhanh, sản phẩm đầy đủ. 
Dù biết là thẻ nhớ sẽ không đủ dữ liệu như đã ghi nhưng chỉ còn hơn 14GB thì khá là tiếc đấy."
5f786439fd3d9e40c7b6bc4a,width: 60%;,Giao hàng đặt yêu cầu chất lượng tạm được song lẽ ra hai mặt hàng cùng loại nên tính tiền vận chuyển bằng một  thì đúng hơn
5f786439fd3d9e40c7b6bc4b,width: 80%;,"sản phẩm tốt hàng đúng mẫu.. chất lượng 
ok"
5f786439fd3d9e40c7b6bc4c,width: 80%;,"Hài lòng, sản phẩm như mô tả, giao hàng đúng hẹn"
5f78643a709d68d2d4b7c581,width: 80%;,Cam đẹp quay nét. Hàng chuẩn
5f78643b709d68d2d4b7c582,width: 80%;,"Dùng oke, dễ cài và chia sẻ"
5f78643b709d68d2d4b7c583,width: 80%;,sản phẩm ổn với tầm của giá
5f78643d709d68d2d4b7c584,width: 80%;,Hợp túi tiền. Mọi người tin dùng
5f78643d709d68d2d4b7c585,width: 80%;,nóng lên màu hư thẻ nhớ
5f78643d709d68d2d4b7c586,width: 80%;,"camera rõ nét, đàm thoại tốt"
5f78643efd3d9e40c7b6bc4d,width: 60%;,false
5f78643efd3d9e40c7b6bc4e,width: 80%;,ok
5f78643efd3d9e40c7b6bc4f,width: 80%;,false
5f78643efd3d9e40c7b6bc50,width: 80%;,false
5f78643e709d68d2d4b7c587,width: 80%;,góc nhìn ko được rộng
5f78643e709d68d2d4b7c588,width: 80%;,"Giao hàng nhanh, dễ cài đặt"
5f78643e709d68d2d4b7c589,width: 80%;,phù hợp với tầm giá
5f78643e709d68d2d4b7c58a,width: 80%;,Tốt so với tầm giá
5f78643e709d68d2d4b7c58b,width: 80%;,Cũng ok trong tầm giá....
5f78643f709d68d2d4b7c58c,width: 80%;,Giao hàng nhanh chóng. Hàng
5f78643f709d68d2d4b7c58d,width: 80%;,"sp tốt, gia tot"
5f78643f709d68d2d4b7c58e,width: 60%;,góc quay hơi hẹp!
5f78643f709d68d2d4b7c58f,width: 80%;,ổn trong tầm giá
5f78643f709d68d2d4b7c590,width: 80%;,Ok đã mua 2 cái
5f786441709d68d2d4b7c591,width: 80%;,OK hài lòng
5f786441709d68d2d4b7c592,width: 60%;,Giao hàng chậm
5f786441709d68d2d4b7c593,width: 80%;,sài ok
5f786442709d68d2d4b7c594,width: 80%;,sài ok
5f786443709d68d2d4b7c595,width: 80%;,false
5f786443709d68d2d4b7c596,width: 80%;,false
5f786443709d68d2d4b7c597,width: 80%;,false
5f786443709d68d2d4b7c598,width: 60%;,false
5f786444709d68d2d4b7c599,width: 80%;,false
5f786446709d68d2d4b7c59a,width: 80%;,false
5f786446709d68d2d4b7c59b,width: 60%;,false
5f786447709d68d2d4b7c59c,width: 80%;,false
5f786447709d68d2d4b7c59d,width: 80%;,false
5f786449709d68d2d4b7c59e,width: 80%;,false
5f786449709d68d2d4b7c59f,width: 80%;,false
5f786449709d68d2d4b7c5a0,width: 80%;,Good
5f786449fd3d9e40c7b6bc51,width: 80%;,false
5f786449fd3d9e40c7b6bc52,width: 60%;,false
5f786449fd3d9e40c7b6bc53,width: 60%;,false
5f78644a709d68d2d4b7c5a1,width: 80%;,false
5f78644bfd3d9e40c7b6bc54,width: 80%;,false
5f78644c709d68d2d4b7c5a2,width: 80%;,false
5f78644d709d68d2d4b7c5a3,width: 80%;,false
5f78644e709d68d2d4b7c5a4,width: 80%;,false
5f78644e709d68d2d4b7c5a5,width: 80%;,false
5f78644e709d68d2d4b7c5a6,width: 80%;,false
5f78644e709d68d2d4b7c5a7,width: 80%;,false
5f78644f709d68d2d4b7c5a8,width: 80%;,false
5f786450709d68d2d4b7c5a9,width: 80%;,false
5f786452709d68d2d4b7c5aa,width: 80%;,false
5f786452709d68d2d4b7c5ab,width: 80%;,false
5f786453709d68d2d4b7c5ac,width: 80%;,false
5f786453709d68d2d4b7c5ad,width: 80%;,false
5f786453709d68d2d4b7c5ae,width: 80%;,false
5f786453709d68d2d4b7c5af,width: 80%;,false
5f786453709d68d2d4b7c5b0,width: 80%;,false
5f786454fd3d9e40c7b6bc55,width: 60%;,"Đang dùng thử, bước đầu thấy khá OK. Một số chức năng có đổi mới hơn các kiểu trước đó."
5f786454fd3d9e40c7b6bc56,width: 80%;,"lúc đặt 715k, miễn phí ship. sau lại thay đổi 740k"
5f786455fd3d9e40c7b6bc57,width: 60%;,false
5f786455fd3d9e40c7b6bc58,width: 60%;,false
5f786455709d68d2d4b7c5b1,width: 80%;,false
5f786456709d68d2d4b7c5b2,width: 60%;,false
5f786457709d68d2d4b7c5b3,width: 80%;,false
5f786457709d68d2d4b7c5b4,width: 80%;,false
5f786457709d68d2d4b7c5b5,width: 80%;,false
5f786458709d68d2d4b7c5b6,width: 80%;,false
5f786458709d68d2d4b7c5b7,width: 80%;,false
5f786458709d68d2d4b7c5b8,width: 80%;,false
5f786459709d68d2d4b7c5b9,width: 80%;,false
5f786459709d68d2d4b7c5ba,width: 80%;,false
5f786459709d68d2d4b7c5bb,width: 80%;,false
5f786459709d68d2d4b7c5bc,width: 80%;,false
5f786459d43cdb78fe95a14d,width: 80%;,"mình mua hàng giao nhanh đóng gói kỹ .

Nhưng khi chạy thì đĩa đọc duocdj dĩa không ,copy rất chậm. chạy thử bot không vào được nếu ai dùng ổ dĩa này làm dĩa cứu hộ thì không ổn ."
5f78645a709d68d2d4b7c5bd,width: 60%;,false
5f78645a709d68d2d4b7c5be,width: 80%;,false
5f78645a709d68d2d4b7c5bf,width: 80%;,false
5f78645bd43cdb78fe95a14e,width: 60%;,Mình đang sử dung lap win10. Nhưng khi bỏ đĩa vào đọc ko đc. hiaz 300k
5f78645bd43cdb78fe95a14f,width: 80%;,Chất lượng ổn so với tầm giá
5f78645bd43cdb78fe95a150,width: 60%;,"chỉ đọc được CD , ko đọc được DVD....."
5f78645bd43cdb78fe95a151,width: 60%;,false
5f78645b709d68d2d4b7c5c0,width: 80%;,false
5f78645b709d68d2d4b7c5c1,width: 80%;,false
5f78645b709d68d2d4b7c5c2,width: 80%;,false
5f78645dfd3d9e40c7b6bc59,width: 80%;,"Hộp đựng giao đến không giống như hình, cũng ko có xốp nén + bọc :( Mình check code tag các kiểu đà điểu thì có thể là hàng nội địa TQ.
Dùng khá ok do vừa vặn với máy Dell 13"" của mình. Quạt tản nhiệt dúng là công suất yếu, nhưng do máy của mình nhỏ gọn nên đặt máy vào giữa là quạt được kha khá.
Rất ưng cái giá đỡ, máy không bị trôi như mấy tấm khác :)))
Với những ai máy nhỏ như mình thì dùng ok nhé, cũng hợp túi tiền HSSV."
